epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
263,2576.98,0.46898,0.7944,0.44398,0.94589,0.8775,0.65991,0.75247,0.52121,0.82152,0.57868,0.64373,0.42962,1.64722,5.19651,1.81199,2.0509,0.000925775,0.000925775,0.000925775
264,2586.51,0.47869,0.82132,0.41577,0.95834,0.89505,0.67115,0.73829,0.49402,0.80356,0.59842,0.66009,0.41824,1.78212,5.21548,1.73305,2.28453,0.000924538,0.000924538,0.000924538
265,2596.33,0.4299,0.75445,0.40737,0.91679,0.7566,0.72711,0.72289,0.45702,0.6726,0.65408,0.63751,0.40219,1.74674,5.41488,1.51159,2.10752,0.0009233,0.0009233,0.0009233
266,2606.21,0.50148,0.81744,0.45996,0.96958,0.76526,0.71905,0.73067,0.4805,0.68423,0.70714,0.69088,0.4063,1.63707,5.1619,1.43903,2.02536,0.000922063,0.000922063,0.000922063
267,2616.02,0.47021,0.76696,0.40392,0.96123,0.84082,0.72694,0.80115,0.551,0.78482,0.69762,0.75891,0.44833,1.44461,4.62629,1.45728,1.83275,0.000920825,0.000920825,0.000920825
268,2625.85,0.50472,0.79043,0.46204,0.98562,0.87239,0.71451,0.78782,0.57075,0.84784,0.70286,0.77286,0.48072,1.40805,4.31792,1.54869,1.82044,0.000919587,0.000919587,0.000919587
269,2635.8,0.50301,0.78515,0.45718,0.96519,0.83915,0.72561,0.82151,0.5571,0.81945,0.70937,0.81488,0.49259,1.43522,4.02149,1.71704,1.89625,0.00091835,0.00091835,0.00091835
270,2645.45,0.46272,0.74053,0.4115,0.94105,0.78344,0.76614,0.82014,0.54616,0.78594,0.7653,0.81502,0.49353,1.45291,4.01457,1.70648,1.9484,0.000917112,0.000917112,0.000917112
271,2655.35,0.44364,0.73433,0.42998,0.92166,0.77556,0.81578,0.83535,0.5943,0.75126,0.80453,0.8158,0.50724,1.38429,3.96591,1.62225,1.82066,0.000915875,0.000915875,0.000915875
272,2664.99,0.53023,0.81112,0.48252,1.01121,0.73445,0.85001,0.8441,0.63576,0.73445,0.85001,0.84027,0.52028,1.30324,4.04373,1.45106,1.75068,0.000914637,0.000914637,0.000914637
273,2674.96,0.48578,0.74895,0.45108,0.99186,0.81033,0.79176,0.86938,0.6376,0.75765,0.74411,0.78894,0.52012,1.25784,4.1049,1.30308,1.73715,0.0009134,0.0009134,0.0009134
274,2684.94,0.46903,0.73894,0.43531,0.94985,0.79505,0.8236,0.88796,0.64901,0.72514,0.77948,0.80923,0.51888,1.29451,4.12051,1.2294,1.73019,0.000912162,0.000912162,0.000912162
275,2694.58,0.49368,0.73939,0.43964,0.96337,0.91483,0.74442,0.85558,0.58325,0.88577,0.65278,0.76044,0.511,1.35498,4.03097,1.40715,1.77673,0.000910925,0.000910925,0.000910925
276,2704.06,0.46129,0.71177,0.4267,0.97054,0.82041,0.75952,0.83226,0.57532,0.82931,0.69746,0.7613,0.50887,1.32281,4.09487,1.52785,1.78117,0.000909688,0.000909688,0.000909688
277,2713.87,0.44803,0.73246,0.39783,0.93842,0.84704,0.74529,0.81385,0.61847,0.72434,0.76321,0.77211,0.52467,1.31217,3.95725,1.50688,1.86228,0.00090845,0.00090845,0.00090845
278,2723.34,0.4377,0.6822,0.40518,0.93766,0.8639,0.76517,0.80457,0.61968,0.7885,0.73152,0.75719,0.50454,1.40964,3.81035,1.52632,1.89146,0.000907213,0.000907213,0.000907213
279,2733.16,0.45,0.79844,0.43157,0.94593,0.90045,0.68168,0.81908,0.61345,0.8047,0.6422,0.71976,0.50306,1.42337,3.84401,1.57412,1.80786,0.000905975,0.000905975,0.000905975
280,2742.5,0.46621,0.7168,0.42192,0.96625,0.88797,0.65056,0.80292,0.59989,0.71747,0.70552,0.72777,0.50589,1.43117,4.0145,1.69725,1.82973,0.000904737,0.000904737,0.000904737
281,2752.36,0.48358,0.71001,0.41538,0.94791,0.87031,0.66489,0.751,0.56948,0.82494,0.65314,0.72219,0.47085,1.48921,4.21813,2.05934,1.85846,0.0009035,0.0009035,0.0009035
282,2761.94,0.47552,0.79129,0.42985,0.93613,0.91098,0.63987,0.79313,0.59127,0.87037,0.62824,0.75267,0.49803,1.51557,4.37163,2.07732,1.93605,0.000902262,0.000902262,0.000902262
283,2771.74,0.49684,0.79272,0.41,0.97041,0.81243,0.70441,0.74484,0.53225,0.83915,0.58955,0.66823,0.45152,1.66615,4.41855,1.93897,2.10414,0.000901025,0.000901025,0.000901025
284,2781.65,0.49038,0.82182,0.44753,0.94749,0.89648,0.68571,0.78712,0.54151,0.82574,0.61876,0.70959,0.46655,1.74119,4.23911,1.93278,2.15904,0.000899788,0.000899788,0.000899788
285,2791.54,0.46243,0.73323,0.40251,0.96262,0.84285,0.66597,0.7994,0.54508,0.8127,0.61139,0.76436,0.45937,1.55193,3.82815,1.53034,2.07844,0.00089855,0.00089855,0.00089855
286,2801.36,0.4589,0.7715,0.41482,0.95132,0.69593,0.78095,0.79772,0.55634,0.86126,0.64446,0.74723,0.47416,1.48965,3.85455,1.49311,1.98265,0.000897313,0.000897313,0.000897313
287,2811.24,0.46574,0.72951,0.44871,0.93748,0.79211,0.74348,0.79765,0.55408,0.79211,0.74348,0.78192,0.46644,1.34799,4.17815,1.32729,1.90651,0.000896075,0.000896075,0.000896075
288,2820.76,0.46678,0.75975,0.41388,0.94503,0.74892,0.79571,0.82014,0.58922,0.74892,0.79571,0.81973,0.50735,1.42805,4.32451,1.30971,1.97288,0.000894838,0.000894838,0.000894838
289,2830.44,0.45183,0.69144,0.43419,0.95776,0.86976,0.65893,0.78647,0.58324,0.78383,0.59775,0.71107,0.50865,1.45131,4.13681,1.3936,1.93869,0.0008936,0.0008936,0.0008936
290,2840.1,0.44372,0.72297,0.42826,0.94695,0.91729,0.70278,0.82509,0.5967,0.78619,0.73787,0.80159,0.53235,1.4147,4.04824,1.42723,1.81071,0.000892363,0.000892363,0.000892363
291,2849.74,0.45676,0.70636,0.39457,0.93923,0.81722,0.78095,0.8287,0.61634,0.82797,0.78252,0.8163,0.55141,1.40808,4.21767,1.43676,1.78673,0.000891125,0.000891125,0.000891125
292,2859.53,0.44905,0.75607,0.40603,0.93159,0.83311,0.75045,0.79238,0.5932,0.85622,0.76217,0.80084,0.5242,1.465,4.54917,1.42808,1.85224,0.000889888,0.000889888,0.000889888
293,2869.28,0.47217,0.72984,0.39368,0.91012,0.85809,0.7708,0.82217,0.59422,0.78249,0.66697,0.73884,0.49049,1.50919,4.8698,1.41235,1.91251,0.00088865,0.00088865,0.00088865
294,2878.91,0.4494,0.72212,0.43263,0.92589,0.8486,0.7351,0.80743,0.56337,0.76834,0.66888,0.70548,0.4634,1.49843,4.94619,1.46013,1.95809,0.000887413,0.000887413,0.000887413
295,2888.78,0.46973,0.76956,0.40978,0.93926,0.76876,0.76534,0.79629,0.55881,0.74933,0.67734,0.72665,0.46945,1.51337,4.83165,1.36667,1.97553,0.000886175,0.000886175,0.000886175
296,2898.56,0.4807,0.73973,0.4395,0.93901,0.86064,0.76618,0.81258,0.57551,0.81398,0.74379,0.77524,0.48698,1.50044,4.67685,1.28399,1.94242,0.000884938,0.000884938,0.000884938
297,2908.53,0.47617,0.72651,0.38826,0.94018,0.87672,0.77629,0.81824,0.59847,0.77435,0.70374,0.72326,0.51805,1.45758,4.36471,1.31866,1.84785,0.0008837,0.0008837,0.0008837
298,2918.22,0.41232,0.68297,0.34829,0.90738,0.78411,0.77969,0.83006,0.60364,0.8596,0.7206,0.80135,0.5308,1.4122,4.27682,1.24469,1.80068,0.000882463,0.000882463,0.000882463
299,2927.88,0.44378,0.73295,0.37938,0.91572,0.91799,0.69537,0.83225,0.64349,0.77244,0.76905,0.79699,0.53469,1.41167,4.12999,1.27236,1.81437,0.000881225,0.000881225,0.000881225
300,2937.69,0.41768,0.65508,0.39132,0.90181,0.80016,0.76905,0.82747,0.60363,0.84149,0.67435,0.77054,0.50657,1.40369,4.19783,1.22806,1.81021,0.000879988,0.000879988,0.000879988
301,2947.45,0.47391,0.72046,0.41429,0.94834,0.68781,0.69903,0.77607,0.55327,0.69101,0.59436,0.71581,0.46361,1.39531,4.27429,1.48252,1.77318,0.00087875,0.00087875,0.00087875
302,2957.25,0.4625,0.77742,0.41061,0.94642,0.678,0.65866,0.77302,0.54024,0.82951,0.5185,0.67647,0.43647,1.44707,4.36492,1.56607,1.8384,0.000877513,0.000877513,0.000877513
303,2967.13,0.43261,0.6785,0.38409,0.92138,0.76407,0.71817,0.79078,0.56945,0.75154,0.68085,0.73468,0.46032,1.4162,4.51642,1.45314,1.85225,0.000876275,0.000876275,0.000876275
304,2976.94,0.42643,0.67255,0.36746,0.9239,0.77084,0.72472,0.75397,0.55818,0.75238,0.71282,0.71537,0.44158,1.3772,4.4663,1.42293,1.80704,0.000875038,0.000875038,0.000875038
305,2986.77,0.45642,0.66344,0.40131,0.96362,0.83889,0.74555,0.86089,0.64137,0.81954,0.73364,0.82492,0.53738,1.38142,4.43888,1.26069,1.83591,0.0008738,0.0008738,0.0008738
306,2996.61,0.42835,0.67755,0.38639,0.92725,0.84118,0.80463,0.87226,0.65456,0.82241,0.79273,0.84404,0.55243,1.37511,4.33452,1.2734,1.80633,0.000872563,0.000872563,0.000872563
307,3006.22,0.4383,0.67459,0.39829,0.91528,0.92915,0.73328,0.86919,0.64983,0.91923,0.68291,0.82883,0.55692,1.43637,4.1125,1.32326,1.84647,0.000871325,0.000871325,0.000871325
308,3015.98,0.424,0.67362,0.38949,0.92194,0.8151,0.819,0.86698,0.66088,0.81226,0.75548,0.83104,0.55906,1.37855,4.08078,1.34473,1.78938,0.000870088,0.000870088,0.000870088
309,3025.77,0.43835,0.66688,0.44945,0.95197,0.83819,0.75888,0.82804,0.64822,0.81655,0.74719,0.79153,0.54824,1.32163,4.18462,1.58021,1.73099,0.00086885,0.00086885,0.00086885
310,3035.44,0.41965,0.64358,0.37547,0.92316,0.85725,0.76849,0.81826,0.62196,0.76473,0.69766,0.74648,0.52988,1.31046,4.38855,1.65872,1.72953,0.000867613,0.000867613,0.000867613
311,3045.25,0.44046,0.70739,0.41784,0.93103,0.87268,0.66282,0.79972,0.5929,0.79927,0.61749,0.73539,0.48641,1.37549,4.78091,2.10814,1.81661,0.000866375,0.000866375,0.000866375
312,3054.99,0.47501,0.72921,0.41164,0.95468,0.87936,0.66444,0.79265,0.57907,0.74763,0.5619,0.69271,0.46537,1.42908,4.9546,2.2209,1.81568,0.000865138,0.000865138,0.000865138
313,3064.67,0.46489,0.70979,0.42519,0.94377,0.84527,0.69093,0.7413,0.52538,0.71373,0.62205,0.6683,0.44523,1.51162,5.06622,2.04384,1.89776,0.0008639,0.0008639,0.0008639
314,3074.27,0.45197,0.72224,0.46755,0.97245,0.81889,0.71535,0.75179,0.52912,0.71302,0.63883,0.66954,0.43862,1.56867,5.08911,1.97802,1.97586,0.000862662,0.000862662,0.000862662
315,3084.2,0.49465,0.73832,0.45424,0.94943,0.76569,0.75393,0.7675,0.55057,0.71453,0.70393,0.72199,0.45087,1.60345,5.16948,1.82283,2.00924,0.000861425,0.000861425,0.000861425
316,3093.89,0.4712,0.74338,0.46264,0.94697,0.82638,0.67143,0.77461,0.54033,0.68151,0.68563,0.72289,0.46001,1.61939,5.16529,1.81737,2.06511,0.000860188,0.000860188,0.000860188
317,3103.5,0.45856,0.73203,0.41523,0.92838,0.81693,0.81632,0.83527,0.57504,0.81693,0.81632,0.82259,0.50289,1.47546,4.74494,1.58836,1.91854,0.00085895,0.00085895,0.00085895
318,3112.85,0.41474,0.66771,0.36932,0.92458,0.88573,0.75002,0.82435,0.57956,0.80552,0.67501,0.77491,0.48877,1.46217,4.56781,1.52671,1.91622,0.000857713,0.000857713,0.000857713
319,3122.64,0.44533,0.70904,0.38734,0.95883,0.83944,0.71818,0.7777,0.58341,0.85424,0.65922,0.73674,0.5012,1.44426,4.36018,1.47567,1.95487,0.000856475,0.000856475,0.000856475
320,3132.4,0.44917,0.69764,0.40077,0.9365,0.8856,0.70646,0.77786,0.57553,0.87027,0.69612,0.74003,0.5021,1.42877,4.31728,1.45383,1.94592,0.000855238,0.000855238,0.000855238
321,3142.14,0.45836,0.68662,0.43442,0.92683,0.84058,0.81297,0.79992,0.56906,0.83105,0.77378,0.75138,0.5106,1.4793,4.12496,1.30892,2.05124,0.000854,0.000854,0.000854
322,3151.77,0.42612,0.66859,0.39603,0.93744,0.87634,0.68571,0.78273,0.56218,0.86682,0.69254,0.78841,0.51019,1.47739,4.02798,1.22977,2.04274,0.000852763,0.000852763,0.000852763
323,3161.58,0.43108,0.63957,0.38248,0.93003,0.86783,0.72898,0.82941,0.60633,0.80525,0.80808,0.83357,0.51624,1.54295,4.06092,1.336,2.06399,0.000851525,0.000851525,0.000851525
324,3171.3,0.43238,0.67783,0.39476,0.94229,0.88132,0.69475,0.8251,0.6282,0.75371,0.78451,0.82198,0.51068,1.48786,4.10057,1.35121,2.07186,0.000850287,0.000850287,0.000850287
325,3181.2,0.45718,0.69522,0.43892,0.96052,0.72992,0.82884,0.8199,0.63018,0.6836,0.76629,0.77654,0.50202,1.44373,4.14072,1.48961,1.98672,0.00084905,0.00084905,0.00084905
326,3190.88,0.48303,0.75753,0.47224,0.95397,0.76139,0.79552,0.84426,0.62694,0.80586,0.68882,0.79369,0.50688,1.45296,4.18264,1.62519,1.94521,0.000847813,0.000847813,0.000847813
327,3200.8,0.43686,0.65627,0.41129,0.92095,0.90862,0.78647,0.87056,0.66607,0.87408,0.77457,0.82425,0.52892,1.39702,4.31635,1.46525,1.83564,0.000846575,0.000846575,0.000846575
328,3210.47,0.45903,0.69318,0.46461,0.94298,0.91216,0.78333,0.85464,0.66023,0.8775,0.77143,0.8123,0.53708,1.44526,4.3463,1.49224,1.89006,0.000845338,0.000845338,0.000845338
329,3220.17,0.3831,0.63746,0.35463,0.89256,0.86496,0.79233,0.85864,0.65227,0.83902,0.78072,0.84848,0.56357,1.40813,4.36112,1.55109,1.84705,0.0008441,0.0008441,0.0008441
330,3229.85,0.42906,0.68121,0.40657,0.94522,0.92973,0.75666,0.86073,0.6579,0.89227,0.74603,0.85166,0.57355,1.37747,4.46352,1.54154,1.80861,0.000842863,0.000842863,0.000842863
331,3239.61,0.40893,0.59848,0.36745,0.92084,0.95549,0.74524,0.85875,0.64997,0.71509,0.85221,0.82311,0.53099,1.33636,4.74921,1.45966,1.74138,0.000841625,0.000841625,0.000841625
332,3248.89,0.38945,0.64953,0.37424,0.9177,0.94696,0.74214,0.86999,0.64355,0.69428,0.85352,0.81339,0.52991,1.35567,4.85014,1.44289,1.7638,0.000840388,0.000840388,0.000840388
333,3258.9,0.45573,0.73938,0.42423,0.93464,0.87905,0.80832,0.86701,0.6206,0.85296,0.79663,0.8511,0.52549,1.4482,5.05006,1.59714,1.82025,0.00083915,0.00083915,0.00083915
334,3268.51,0.45426,0.70783,0.40484,0.95748,0.81941,0.77208,0.84881,0.62134,0.79571,0.76701,0.82536,0.50557,1.41403,4.96527,1.58526,1.7933,0.000837913,0.000837913,0.000837913
335,3278.27,0.42192,0.67354,0.4165,0.92965,0.89978,0.7538,0.85306,0.63969,0.87579,0.7419,0.82655,0.50951,1.4781,5.04738,1.45951,1.87313,0.000836675,0.000836675,0.000836675
336,3288,0.45332,0.69428,0.40175,0.94743,0.86102,0.73333,0.86533,0.66116,0.83727,0.72143,0.85212,0.53376,1.4759,4.99164,1.59192,1.8367,0.000835438,0.000835438,0.000835438
337,3297.64,0.39724,0.62103,0.36545,0.92943,0.83618,0.73393,0.84189,0.66072,0.81116,0.72356,0.80373,0.5355,1.40111,5.16788,1.78386,1.77548,0.0008342,0.0008342,0.0008342
338,3307.49,0.43325,0.70317,0.42025,0.93978,0.84116,0.79325,0.83487,0.66288,0.93739,0.6326,0.75256,0.51842,1.34435,5.29281,1.74246,1.76847,0.000832963,0.000832963,0.000832963
339,3317.21,0.45267,0.68208,0.38473,0.94497,0.92082,0.7429,0.82924,0.64606,0.76874,0.71001,0.74611,0.49828,1.44365,5.18937,1.68962,1.88644,0.000831725,0.000831725,0.000831725
340,3326.73,0.43558,0.72228,0.3731,0.96211,0.92325,0.76138,0.83722,0.63306,0.84865,0.69985,0.75938,0.514,1.4474,4.99636,1.59539,1.87616,0.000830488,0.000830488,0.000830488
341,3336.66,0.44553,0.65499,0.3959,0.93552,0.8922,0.81228,0.86786,0.60858,0.93165,0.61512,0.73237,0.52949,1.41874,4.75344,1.56251,1.89065,0.00082925,0.00082925,0.00082925
342,3346.13,0.37709,0.60965,0.34798,0.9172,0.86281,0.8208,0.86302,0.60708,0.86331,0.6589,0.7298,0.53727,1.50285,4.54968,1.74033,1.97092,0.000828013,0.000828013,0.000828013
343,3355.91,0.44498,0.74131,0.39782,0.92816,0.95814,0.70193,0.8488,0.6356,0.91744,0.69003,0.81915,0.54605,1.49917,4.47577,2.18411,1.8491,0.000826775,0.000826775,0.000826775
344,3365.63,0.41205,0.64378,0.35417,0.91558,0.90541,0.68699,0.83522,0.6375,0.86623,0.67353,0.82903,0.53677,1.43547,4.3283,2.29392,1.78639,0.000825538,0.000825538,0.000825538
345,3375.61,0.4197,0.6628,0.35658,0.90519,0.7756,0.82254,0.83145,0.63301,0.74665,0.81152,0.82261,0.51159,1.44455,4.25281,2.13276,1.82944,0.0008243,0.0008243,0.0008243
346,3385.06,0.40679,0.63354,0.37355,0.92154,0.78145,0.82232,0.82881,0.62353,0.75338,0.81076,0.82219,0.51121,1.48326,4.23458,2.193,1.83183,0.000823063,0.000823063,0.000823063
347,3395.09,0.45337,0.63438,0.38628,0.95071,0.86961,0.7925,0.82705,0.61869,0.84555,0.78107,0.80451,0.51351,1.36359,4.1185,1.9175,1.72773,0.000821825,0.000821825,0.000821825
348,3404.53,0.41209,0.67563,0.37174,0.931,0.9054,0.81701,0.8249,0.62989,0.82169,0.80313,0.80952,0.53633,1.32137,4.04967,1.88712,1.69437,0.000820587,0.000820587,0.000820587
349,3414.36,0.44719,0.69889,0.37399,0.9246,0.86351,0.83295,0.86245,0.67595,0.8414,0.82125,0.8504,0.54964,1.22455,4.00616,1.81863,1.58796,0.00081935,0.00081935,0.00081935
350,3424.03,0.44434,0.69528,0.39471,0.92957,0.90776,0.7837,0.85359,0.66469,0.88241,0.77212,0.82865,0.53934,1.249,4.0535,1.90719,1.60727,0.000818113,0.000818113,0.000818113
351,3433.79,0.39442,0.63025,0.33636,0.89144,0.91874,0.74824,0.84702,0.65434,0.89516,0.73645,0.81981,0.5354,1.33963,4.25845,2.05294,1.74374,0.000816875,0.000816875,0.000816875
352,3443.44,0.41494,0.66942,0.35237,0.91057,0.92467,0.7384,0.82101,0.65021,0.89864,0.7265,0.80153,0.52729,1.28671,4.32587,2.05092,1.72131,0.000815638,0.000815638,0.000815638
353,3453.28,0.41414,0.61965,0.38705,0.93245,0.83237,0.79912,0.81835,0.61785,0.80918,0.78722,0.78983,0.52878,1.27855,4.28003,2.00053,1.73555,0.0008144,0.0008144,0.0008144
354,3462.87,0.40615,0.61662,0.36556,0.90461,0.80319,0.78122,0.80061,0.58012,0.78089,0.76931,0.77541,0.50015,1.28851,4.21137,2.11691,1.75751,0.000813163,0.000813163,0.000813163
355,3472.56,0.40958,0.61927,0.35388,0.92682,0.78635,0.75952,0.75219,0.56491,0.76348,0.74762,0.72645,0.4761,1.26422,4.37343,2.12116,1.68018,0.000811925,0.000811925,0.000811925
356,3482.19,0.40977,0.65494,0.36544,0.91788,0.89255,0.74531,0.76676,0.57928,0.86489,0.73469,0.74062,0.48067,1.24979,4.46496,2.1041,1.65078,0.000810688,0.000810688,0.000810688
357,3491.81,0.41947,0.61928,0.34083,0.91682,0.89872,0.75444,0.77288,0.58737,0.87032,0.7429,0.76511,0.48933,1.23008,4.82812,1.98883,1.63932,0.00080945,0.00080945,0.00080945
358,3501.44,0.40448,0.59309,0.37422,0.91472,0.81396,0.76581,0.7619,0.59059,0.78908,0.75391,0.74655,0.48138,1.23844,4.89611,1.98792,1.67022,0.000808212,0.000808212,0.000808212
359,3511.16,0.40443,0.58155,0.34645,0.91132,0.90136,0.64537,0.72658,0.60347,0.84247,0.62177,0.71229,0.50129,1.20672,4.6999,1.84895,1.66504,0.000806975,0.000806975,0.000806975
360,3521.05,0.3817,0.64755,0.36451,0.92091,0.88944,0.66004,0.70244,0.59207,0.83857,0.63623,0.68146,0.50482,1.17518,4.52476,1.76987,1.63668,0.000805738,0.000805738,0.000805738
361,3530.74,0.40403,0.63451,0.38215,0.92293,0.89716,0.6971,0.72212,0.60507,0.83861,0.67633,0.70637,0.51961,1.2961,4.35388,1.92938,1.70909,0.0008045,0.0008045,0.0008045
362,3540.37,0.42166,0.63564,0.34592,0.94242,0.88232,0.66708,0.73789,0.61542,0.85249,0.65555,0.72353,0.51765,1.30467,4.20821,1.87315,1.76953,0.000803263,0.000803263,0.000803263
363,3550.32,0.43106,0.61377,0.3886,0.92562,0.82055,0.76273,0.80771,0.67304,0.86583,0.67784,0.76922,0.55362,1.21941,4.15725,1.84473,1.67336,0.000802025,0.000802025,0.000802025
364,3559.94,0.41885,0.6241,0.38188,0.92026,0.8174,0.75323,0.83284,0.68319,0.89426,0.65,0.79496,0.58067,1.2001,4.11311,1.72563,1.69062,0.000800788,0.000800788,0.000800788
365,3569.73,0.45157,0.62128,0.39885,0.94678,0.81771,0.81905,0.83786,0.66971,0.77282,0.79524,0.81636,0.59864,1.29445,4.04826,1.71417,1.72019,0.00079955,0.00079955,0.00079955
366,3579.54,0.45127,0.69989,0.38812,0.94482,0.78715,0.78773,0.82294,0.65772,0.78467,0.77632,0.82177,0.58318,1.30932,4.1171,1.78907,1.73943,0.000798313,0.000798313,0.000798313
367,3589.36,0.40268,0.58504,0.35439,0.92244,0.78096,0.75754,0.83317,0.648,0.75649,0.74615,0.82646,0.57002,1.35052,4.12373,1.85497,1.7796,0.000797075,0.000797075,0.000797075
368,3599.13,0.38824,0.62417,0.35937,0.91033,0.78084,0.77884,0.84097,0.6532,0.75638,0.76717,0.82857,0.55314,1.34336,4.11933,1.79318,1.79077,0.000795837,0.000795837,0.000795837
369,3609.22,0.40833,0.60834,0.37764,0.91562,0.75398,0.79226,0.84278,0.62344,0.73268,0.78047,0.81306,0.53799,1.32318,4.163,1.61521,1.74716,0.0007946,0.0007946,0.0007946
370,3618.63,0.42365,0.65696,0.3819,0.94545,0.91816,0.6619,0.83052,0.61035,0.88334,0.65,0.80933,0.54263,1.2719,4.1638,1.55298,1.70242,0.000793362,0.000793362,0.000793362
371,3628.52,0.39849,0.63458,0.37372,0.89666,0.77078,0.75792,0.81882,0.64404,0.7513,0.74811,0.7984,0.5611,1.27964,4.21276,1.56176,1.65751,0.000792125,0.000792125,0.000792125
372,3638.48,0.42631,0.60938,0.34954,0.93696,0.86858,0.68303,0.79836,0.61422,0.84175,0.67113,0.77589,0.5472,1.32044,4.26911,1.5437,1.70481,0.000790888,0.000790888,0.000790888
373,3648.13,0.43148,0.65504,0.39302,0.93812,0.92099,0.61965,0.71583,0.53748,0.89041,0.60789,0.69357,0.46712,1.36278,4.63519,1.68945,1.83534,0.00078965,0.00078965,0.00078965
374,3657.57,0.39983,0.6119,0.34872,0.90555,0.89938,0.61895,0.724,0.54317,0.79727,0.63677,0.70805,0.47088,1.38929,4.763,1.82461,1.82938,0.000788413,0.000788413,0.000788413
375,3667.37,0.38285,0.64174,0.35517,0.91664,0.80128,0.6619,0.73871,0.55529,0.77509,0.65424,0.72464,0.48062,1.41676,5.0311,1.99536,1.86576,0.000787175,0.000787175,0.000787175
376,3677.15,0.41358,0.62371,0.34273,0.91631,0.88163,0.64656,0.7618,0.56973,0.85306,0.6403,0.746,0.49313,1.42753,4.92412,1.91204,1.8805,0.000785938,0.000785938,0.000785938
377,3686.92,0.39183,0.6074,0.34576,0.9351,0.92964,0.63631,0.7823,0.60716,0.7651,0.72096,0.78359,0.52198,1.38052,4.59902,1.84828,1.80322,0.0007847,0.0007847,0.0007847
378,3696.52,0.41135,0.6132,0.37453,0.91653,0.90032,0.65411,0.77477,0.58706,0.76714,0.71311,0.77424,0.52382,1.346,4.55032,1.80266,1.77822,0.000783463,0.000783463,0.000783463
379,3706.35,0.4364,0.6241,0.39015,0.93607,0.89287,0.65759,0.77164,0.58515,0.90049,0.6635,0.76771,0.52779,1.30517,4.4288,1.83007,1.74835,0.000782225,0.000782225,0.000782225
380,3715.93,0.43977,0.62546,0.34717,0.93905,0.84476,0.6208,0.76974,0.58793,0.84476,0.6208,0.74467,0.5332,1.29814,4.46119,1.88552,1.71987,0.000780987,0.000780987,0.000780987
381,3725.69,0.3889,0.58219,0.34426,0.90962,0.91878,0.66411,0.79362,0.62429,0.88795,0.65221,0.75515,0.54352,1.29896,4.61322,1.91725,1.73799,0.00077975,0.00077975,0.00077975
382,3735.45,0.4079,0.657,0.37234,0.91001,0.92128,0.6595,0.77671,0.60261,0.88875,0.64767,0.72403,0.51185,1.31411,4.61742,1.94113,1.77045,0.000778513,0.000778513,0.000778513
383,3745.35,0.39045,0.60521,0.33805,0.89735,0.88201,0.6619,0.74579,0.58203,0.85737,0.65,0.71409,0.5181,1.26166,4.64811,1.78922,1.75644,0.000777275,0.000777275,0.000777275
384,3754.99,0.37869,0.59376,0.32976,0.89541,0.91833,0.69258,0.81155,0.615,0.8924,0.68082,0.77964,0.54974,1.25865,4.67035,1.72326,1.75442,0.000776037,0.000776037,0.000776037
385,3765,0.40524,0.60942,0.37119,0.90365,0.91289,0.79727,0.87237,0.64975,0.89032,0.78537,0.84346,0.59633,1.24216,4.47339,1.51756,1.74206,0.0007748,0.0007748,0.0007748
386,3774.54,0.38181,0.58156,0.34315,0.92076,0.84573,0.82863,0.85849,0.61022,0.82489,0.81707,0.83255,0.58315,1.32718,4.40678,1.52486,1.78996,0.000773563,0.000773563,0.000773563
387,3784.22,0.36068,0.57041,0.32979,0.90717,0.80305,0.77679,0.84447,0.57578,0.78293,0.76524,0.81123,0.54321,1.39132,4.33351,1.7051,1.90796,0.000772325,0.000772325,0.000772325
388,3793.97,0.42507,0.65072,0.36331,0.91638,0.84147,0.72908,0.83026,0.56343,0.78216,0.68177,0.78948,0.54342,1.44605,4.37008,1.74898,1.97201,0.000771088,0.000771088,0.000771088
389,3804.05,0.36981,0.56826,0.34032,0.90096,0.88951,0.72972,0.81096,0.56421,0.86776,0.72145,0.78156,0.52702,1.48221,4.42178,1.49465,2.01068,0.00076985,0.00076985,0.00076985
390,3813.57,0.39635,0.57004,0.33396,0.91106,0.88903,0.73214,0.8257,0.58159,0.91634,0.76856,0.83287,0.53699,1.43781,4.34155,1.36422,1.98996,0.000768612,0.000768612,0.000768612
391,3823.61,0.37228,0.61663,0.33209,0.88699,0.88683,0.76909,0.82854,0.60873,0.79489,0.8252,0.83097,0.5465,1.2471,4.21439,1.34252,1.75268,0.000767375,0.000767375,0.000767375
392,3833.49,0.38103,0.62427,0.32921,0.88685,0.87399,0.72722,0.79506,0.5828,0.87399,0.72722,0.80761,0.53896,1.22602,4.18969,1.40139,1.6926,0.000766137,0.000766137,0.000766137
393,3843.39,0.40393,0.61112,0.34358,0.89531,0.79002,0.7351,0.80828,0.61662,0.79002,0.7351,0.78962,0.55763,1.21615,4.1078,1.45466,1.68229,0.0007649,0.0007649,0.0007649
